Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
IQ,"iQIYI, Inc. - American Depositary Shares",Q,N,N,100,N,N
IQST,iQSTEL Inc. - Common Stock,S,N,N,100,N,N
IRBT,iRobot Corporation - Common Stock,Q,N,N,100,N,N
IRD,"Opus Genetics, Inc. - Common Stock",S,N,N,100,N,N
IRDM,Iridium Communications Inc - Common Stock,Q,N,N,100,N,N
IREN,IREN Limited - Ordinary Shares,Q,N,N,100,N,N
IRIX,IRIDEX Corporation - Common Stock,S,N,D,100,N,N
IRMD,iRadimed Corporation - Common Stock,G,N,N,100,N,N
IROH,Iron Horse Acquisitions Corp. - Common Stock,G,N,N,100,N,N
IROHR,Iron Horse Acquisitions Corp. - one right to one-fifth (1/5) of one share of common stock,G,N,N,100,N,N
IROHU,Iron Horse Acquisitions Corp. - Unit,G,N,N,100,N,N
IROHW,Iron Horse Acquisitions Corp. - Warrant,G,N,N,100,N,N
IRON,"Disc Medicine, Inc. - Common Stock",G,N,N,100,N,N
IROQ,"IF Bancorp, Inc. - Common Stock",S,N,N,100,N,N
IRTC,"iRhythm Technologies, Inc. - Common Stock",Q,N,N,100,N,N
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",Q,N,D,100,N,N
ISBA,Isabella Bank Corporation - Common stock,S,N,N,100,N,N
ISPC,iSpecimen Inc. - Common Stock,S,N,D,100,N,N
ISPO,Inspirato Incorporated - Class A Common Stock,G,N,N,100,N,N
ISPOW,Inspirato Incorporated - Warrant,G,N,N,100,N,N
ISPR,Ispire Technology Inc. - Common Stock,S,N,N,100,N,N
ISRG,"Intuitive Surgical, Inc. - Common Stock",Q,N,N,100,N,N
ISRL,Israel Acquisitions Corp - Class A Ordinary Shares,G,N,D,100,N,N
ISRLU,Israel Acquisitions Corp - Unit,G,N,D,100,N,N
ISRLW,Israel Acquisitions Corp - Warrant,G,N,D,100,N,N
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",Q,N,N,100,N,N
ISTR,Investar Holding Corporation - Common Stock,G,N,N,100,N,N
ITIC,Investors Title Company - Common Stock,Q,N,N,100,N,N
ITOS,"iTeos Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
ITRI,"Itron, Inc. - Common Stock",Q,N,N,100,N,N
ITRM,Iterum Therapeutics plc - Ordinary Share,S,N,N,100,N,N
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,Q,N,N,100,N,N
IVA,Inventiva S.A. - American Depository Shares,G,N,N,100,N,N
IVDA,"Iveda Solutions, Inc. - Common Stock",S,N,D,100,N,N
IVDAW,"Iveda Solutions, Inc. - Warrant",S,N,D,100,N,N
IVF,"INVO Fertility, Inc. - Common Stock",S,N,N,100,N,N
IVP,"Inspire Veterinary Partners, Inc. - Class A Common Stock",S,N,D,100,N,N
IVVD,"Invivyd, Inc. - Common Stock",G,N,D,100,N,N
IXHL,Incannex Healthcare Inc. - Common Stock,S,N,D,100,N,N
IZEA,"IZEA Worldwide, Inc. - Common Stock",S,N,N,100,N,N
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,S,N,N,100,N,N
JACK,Jack In The Box Inc. - Common Stock,Q,N,N,100,N,N
JAGX,"Jaguar Health, Inc. - Common Stock",S,N,N,100,N,N
JAKK,"JAKKS Pacific, Inc. - Common Stock",Q,N,N,100,N,N
JAMF,Jamf Holding Corp. - Common Stock,Q,N,N,100,N,N
JANX,"Janux Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,Q,N,N,100,N,N
JBDI,JBDI Holdings Limited - Ordinary Shares,S,N,N,100,N,N
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",Q,N,N,100,N,N
JBIO,"Jade Biosciences, Inc. - Common Stock",S,N,N,100,N,N
JBLU,JetBlue Airways Corporation - Common Stock,Q,N,N,100,N,N
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",Q,N,N,100,N,N
JCAP,"Jefferson Capital, Inc. - Common Stock",Q,N,N,100,N,N
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,S,N,N,100,N,N
JCTC,Jewett-Cameron Trading Company - Common Shares,S,N,N,100,N,N
JD,"JD.com, Inc. - American Depositary Shares",Q,N,N,100,N,N
JDZG,JIADE LIMITED - Class A Ordinary Shares,S,N,N,100,N,N
JEM,707 Cayman Holdings Limited - Ordinary Shares,S,N,N,100,N,N
JFB,JFB Construction Holdings - Class A Common Stock,S,N,N,100,N,N
JFBR,Jeffs' Brands Ltd - Ordinary Shares,S,N,N,100,N,N
JFBRW,Jeffs' Brands Ltd - Warrant,S,N,N,100,N,N
JFIN,Jiayin Group Inc. - American Depositary Shares,G,N,N,100,N,N
JFU,9F Inc. - American Depositary Shares,G,N,E,100,N,N
JG,Aurora Mobile Limited - American Depositary Shares,S,N,N,100,N,N
JJSF,J & J Snack Foods Corp. - Common Stock,Q,N,N,100,N,N
JKHY,"Jack Henry & Associates, Inc. - Common Stock",Q,N,N,100,N,N
JL,J-Long Group Limited - Ordinary Shares,S,N,N,100,N,N
JLHL,Julong Holding Limited - Class A Ordinary Shares,S,N,N,100,N,N
JMSB,"John Marshall Bancorp, Inc. - Common Stock",S,N,N,100,N,N
JOUT,Johnson Outdoors Inc. - Class A Common Stock,Q,N,N,100,N,N
JOYY,JOYY Inc. - American Depositary Shares,Q,N,N,100,N,N
JRSH,"Jerash Holdings (US), Inc. - Common Stock",S,N,N,100,N,N
JRVR,"James River Group Holdings, Ltd. - Common Shares",Q,N,N,100,N,N
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",Q,N,N,100,N,N
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",S,N,N,100,N,N
JSPRW,"Jasper Therapeutics, Inc. - Warrant",S,N,N,100,N,N
JTAI,Jet.AI Inc. - Common Stock,S,N,N,100,N,N
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",S,N,N,100,N,N
JVA,"Coffee Holding Co., Inc. - Common Stock",S,N,N,100,N,N
JWEL,Jowell Global Ltd. - Ordinary Shares,S,N,N,100,N,N
JXG,JX Luxventure Group Inc. - Common Stock,S,N,N,100,N,N
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,S,N,D,100,N,N
JYNT,The Joint Corp. - Common Stock,S,N,N,100,N,N
JZ,Jianzhi Education Technology Group Company Limited - American Depositary Shares,S,N,N,100,N,N
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",S,N,N,100,N,N
KALA,"KALA BIO, Inc. - Common Stock",S,N,N,100,N,N
KALU,Kaiser Aluminum Corporation - Common Stock,Q,N,N,100,N,N
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",G,N,N,100,N,N
KARO,Karooooo Ltd. - Ordinary shares,S,N,N,100,N,N
KAVL,"Kaival Brands Innovations Group, Inc. - Common Stock",S,N,D,100,N,N
KBSX,FST Corp. - Ordinary Shares,G,N,N,100,N,N
KC,Kingsoft Cloud Holdings Limited - American Depositary Shares,Q,N,N,100,N,N
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
KCHVR,Kochav Defense Acquisition Corp. - Right,G,N,N,100,N,N
KCHVU,Kochav Defense Acquisition Corp. - Units,G,N,N,100,N,N
KDP,Keurig Dr Pepper Inc. - Common Stock,Q,N,N,100,N,N
KE,"Kimball Electronics, Inc. - Common Stock",Q,N,N,100,N,N
KELYA,"Kelly Services, Inc. - Class A Common Stock",Q,N,N,100,N,N
KELYB,"Kelly Services, Inc. - Class B Common Stock",Q,N,N,100,N,N
KEQU,Kewaunee Scientific Corporation - Common Stock,G,N,N,100,N,N
KFFB,Kentucky First Federal Bancorp - Common Stock,G,N,N,100,N,N
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,G,N,N,100,N,N
KFIIR,K&F Growth Acquisition Corp. II - Rights,G,N,N,100,N,N
KFIIU,K&F Growth Acquisition Corp. II - Unit,G,N,N,100,N,N
KG,"Kestrel Group, Ltd. - Common Stock",S,N,N,100,N,N
KGEI,Kolibri Global Energy Inc. - Common stock,S,N,N,100,N,N
KHC,The Kraft Heinz Company - Common Stock,Q,N,N,100,N,N
KIDS,OrthoPediatrics Corp. - Common Stock,G,N,N,100,N,N
KIDZ,"Classover Holdings, Inc. - Class B Common Stock",S,N,N,100,N,N
KIDZW,"Classover Holdings, Inc. - Warrants",S,N,N,100,N,N
KINS,"Kingstone Companies, Inc - Common Stock",S,N,N,100,N,N
KIRK,"Kirkland's, Inc. - Common Stock",Q,N,N,100,N,N
KITT,"Nauticus Robotics, Inc. - Common stock",S,N,N,100,N,N
KITTW,"Nauticus Robotics, Inc. - Warrant",S,N,N,100,N,N
KLAC,KLA Corporation  - Common Stock,Q,N,N,100,N,N
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",Q,N,N,100,N,N
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",G,N,N,100,N,N
KLTO,"Klotho Neurosciences, Inc. - Common Stock",S,N,N,100,N,N
KLTOW,"Klotho Neurosciences, Inc. - Warrants",S,N,N,100,N,N
KLTR,"Kaltura, Inc. - Common Stock",Q,N,N,100,N,N
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",Q,N,N,100,N,N
KMB,Kimberly-Clark Corporation - Common Stock,Q,N,N,100,N,N
KMDA,Kamada Ltd. - Ordinary Shares,Q,N,N,100,N,N
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,S,N,N,100,N,N
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",Q,N,N,100,N,N
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",Q,N,N,100,N,N
KNSA,"Kiniksa Pharmaceuticals, Ltd. - Class A Ordinary Shares",Q,N,N,100,N,N
KOD,Kodiak Sciences Inc - Common Stock,G,N,N,100,N,N
KOPN,Kopin Corporation - Common Stock,S,N,N,100,N,N
KOSS,Koss Corporation - Common Stock,S,N,N,100,N,N
KPLT,"Katapult Holdings, Inc. - Common Stock",G,N,N,100,N,N
KPLTW,"Katapult Holdings, Inc. - Warrant",G,N,N,100,N,N
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",S,N,N,100,N,N
KPTI,Karyopharm Therapeutics Inc. - Common Stock,Q,N,N,100,N,N
KRKR,36Kr Holdings Inc. - American Depositary Shares,S,N,N,100,N,N
KRMD,"KORU Medical Systems, Inc. - Common Stock",S,N,N,100,N,N
KRNT,Kornit Digital Ltd. - Ordinary Shares,Q,N,N,100,N,N
KRNY,Kearny Financial - Common Stock,Q,N,N,100,N,N
KROS,"Keros Therapeutics, Inc. - common stock",G,N,N,100,N,N
KRRO,"Korro Bio, Inc. - Common Stock",S,N,N,100,N,N
KRT,Karat Packaging Inc. - Common Stock,Q,N,N,100,N,N
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",G,N,N,100,N,N
KRYS,"Krystal Biotech, Inc. - Common Stock",Q,N,N,100,N,N
KSCP,"Knightscope, Inc. - Class A Common Stock",S,N,N,100,N,N
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,Q,N,N,100,N,N
KTCC,Key Tronic Corporation - Common Stock,G,N,N,100,N,N
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",Q,N,N,100,N,N
KTTA,Pasithea Therapeutics Corp. - Common Stock,S,N,D,100,N,N
KTTAW,Pasithea Therapeutics Corp. - Warrant,S,N,N,100,N,N
KURA,"Kura Oncology, Inc. - Common Stock",Q,N,N,100,N,N
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,G,N,N,100,N,N
KVACU,Keen Vision Acquisition Corporation - Units,G,N,N,100,N,N
KVACW,Keen Vision Acquisition Corporation - Warrant,G,N,N,100,N,N
KVHI,"KVH Industries, Inc. - Common Stock",Q,N,N,100,N,N
KWM,"K Wave Media, Ltd. - Ordinary Shares",G,N,N,100,N,N
KWMWW,"K Wave Media, Ltd. - Warrant",S,N,N,100,N,N
KXIN,Kaixin Holdings - Ordinary Shares,S,N,N,100,N,N
KYMR,"Kymera Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
KZIA,Kazia Therapeutics Limited - American Depositary Shares,S,N,D,100,N,N
KZR,"Kezar Life Sciences, Inc. - Common Stock",S,N,N,100,N,N
LAB,Standard BioTools Inc. - Common Stock,Q,N,N,100,N,N
LAES,SEALSQ Corp - Ordinary Shares,S,N,N,100,N,N
LAKE,"Lakeland Industries, Inc. - Common Stock",G,N,N,100,N,N
LAMR,Lamar Advertising Company - Class A Common Stock,Q,N,N,100,N,N
LAND,Gladstone Land Corporation - Common Stock,G,N,N,100,N,N
LANDM,Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock,G,N,N,100,N,N
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,G,N,N,100,N,N
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,G,N,N,100,N,N
LARK,Landmark Bancorp Inc. - Common Stock,G,N,N,100,N,N
LASE,Laser Photonics Corporation - Common Stock,S,N,N,100,N,N
LASR,"nLIGHT, Inc. - Common Stock",Q,N,N,100,N,N
LAUR,"Laureate Education, Inc. - Common Stock",Q,N,N,100,N,N
LAWR,"Robot Consulting Co., Ltd. - ADS",S,N,N,100,N,N
LAZR,"Luminar Technologies, Inc.  - Class A Common Stock",Q,N,N,100,N,N
LBGJ,Li Bang International Corporation Inc. - Ordinary Shares,S,N,N,100,N,N
LBRDA,Liberty Broadband Corporation - Class A Common Stock,Q,N,N,100,N,N
LBRDK,Liberty Broadband Corporation - Class C Common Stock,Q,N,N,100,N,N
LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,Q,N,N,100,N,N
LBTYA,Liberty Global Ltd. - Class A Common Shares,Q,N,N,100,N,N
LBTYB,Liberty Global Ltd. - Class B Common Shares,Q,N,N,100,N,N
LBTYK,Liberty Global Ltd. - Class C Common Shares,Q,N,N,100,N,N
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,G,N,N,100,N,N
LCCCR,Lakeshore Acquisition III Corp. - Rights,G,N,N,100,N,N
LCCCU,Lakeshore Acquisition III Corp. - Unit,G,N,N,100,N,N
LCFY,Locafy Limited - Ordinary Share,S,N,E,100,N,N
LCFYW,Locafy Limited - Warrant,S,N,E,100,N,N
LCID,"Lucid Group, Inc. - Common Stock",Q,N,N,100,N,N
LCNB,LCNB Corporation - Common Stock,S,N,N,100,N,N
LCUT,"Lifetime Brands, Inc. - Common Stock",Q,N,N,100,N,N
LDWY,"Lendway, Inc. - Common Stock",S,N,N,100,N,N
LE,"Lands' End, Inc. - Common Stock",S,N,N,100,N,N
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",Q,N,N,100,N,N
LEDS,SemiLEDS Corporation - Common Stock,S,N,N,100,N,N
LEE,"Lee Enterprises, Incorporated - Common Stock",Q,N,N,100,N,N
LEGH,Legacy Housing Corporation - Common Stock,Q,N,N,100,N,N
LEGN,Legend Biotech Corporation - American Depositary Shares,Q,N,N,100,N,N
LENZ,"LENZ Therapeutics, Inc. - Common Stock",Q,N,N,100,N,N
LESL,"Leslie's, Inc. - Common Stock",Q,N,D,100,N,N
LEXX,Lexaria Bioscience Corp. - Common Stock,S,N,N,100,N,N
LEXXW,Lexaria Bioscience Corp. - Warrant,S,N,N,100,N,N
LFCR,"Lifecore Biomedical, Inc. - Common Stock",Q,N,N,100,N,N
LFMD,"LifeMD, Inc. - Common Stock",G,N,N,100,N,N
LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",G,N,N,100,N,N
LFST,"LifeStance Health Group, Inc. - Common Stock",Q,N,N,100,N,N
LFUS,"Littelfuse, Inc. - Common Stock",Q,N,N,100,N,N
LFVN,Lifevantage Corporation - Common Stock,S,N,N,100,N,N
LFWD,Lifeward Ltd. - Ordinary Shares,S,N,N,100,N,N
LGCB,Linkage Global Inc - Class A Ordinary Shares,S,N,N,100,N,N
LGCL,Lucas GC Limited - Ordinary Shares,S,N,N,100,N,N
LGHL,Lion Group Holding Ltd. - American Depositary Share,S,N,N,100,N,N
LGIH,"LGI Homes, Inc. - Common Stock",Q,N,N,100,N,N
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,G,N,N,100,N,N
LGO,Largo Inc. - Common Shares,Q,N,N,100,N,N
LGVN,Longeveron Inc. - Class A Common stock,S,N,N,100,N,N
LHAI,Linkhome Holdings Inc. - Common stock,S,N,N,100,N,N
LHSW,Lianhe Sowell International Group Ltd - Ordinary Shares,S,N,N,100,N,N
LI,Li Auto Inc. - American Depositary Shares,Q,N,N,100,N,N
LICN,Lichen International Limited - Class A Ordinary Shares,S,N,N,100,N,N
LIDR,"AEye, Inc. - Class A Common Stock",S,N,D,100,N,N
LIDRW,"AEye, Inc. - Warrant",S,N,N,100,N,N
LIEN,"Chicago Atlantic BDC, Inc. - Common Stock",G,N,N,100,N,N
LIF,"Life360, Inc. - Common Stock",Q,N,N,100,N,N
LILA,Liberty Latin America Ltd. - Class A Common Stock,Q,N,N,100,N,N
LILAK,Liberty Latin America Ltd. - Class C Common Stock,Q,N,N,100,N,N
LIMN,"Liminatus Pharma, Inc. - Class A Common Stock",G,N,N,100,N,N
LIMNW,"Liminatus Pharma, Inc. - Warrants",S,N,N,100,N,N
LIN,Linde plc - Ordinary Shares,Q,N,N,100,N,N
LINC,Lincoln Educational Services Corporation - Common Stock,Q,N,N,100,N,N
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,S,N,N,100,N,N
LINE,"Lineage, Inc. - Common Stock",Q,N,N,100,N,N
LINK,"Interlink Electronics, Inc. - Common Stock",S,N,N,100,N,N
LIQT,"LiqTech International, Inc. - Common Stock",S,N,N,100,N,N
LITE,Lumentum Holdings Inc. - Common Stock,Q,N,N,100,N,N
LITM,Snow Lake Resources Ltd. - Common Shares,S,N,N,100,N,N
LIVE,Live Ventures Incorporated - Common Stock,S,N,N,100,N,N
LIVN,LivaNova PLC - Ordinary Shares,Q,N,N,100,N,N
LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",S,N,N,100,N,N
LIXTW,"Lixte Biotechnology Holdings, Inc. - Warrants",S,N,N,100,N,N
LKFN,Lakeland Financial Corporation - Common Stock,Q,N,N,100,N,N
LKQ,LKQ Corporation - Common Stock,Q,N,N,100,N,N
LLYVA,Liberty Media Corporation - Series A Liberty Live Common Stock,Q,N,N,100,N,N
LLYVK,Liberty Media Corporation - Series C Liberty Live Common Stock,Q,N,N,100,N,N
LMAT,"LeMaitre Vascular, Inc. - Common Stock",G,N,N,100,N,N
LMB,"Limbach Holdings, Inc. - Common Stock",S,N,N,100,N,N
LMFA,"LM Funding America, Inc. - Common Stock",S,N,N,100,N,N
LMNR,Limoneira Co - Common Stock,Q,N,N,100,N,N
LNKB,"LINKBANCORP, Inc. - Common Stock",S,N,N,100,N,N
LNKS,Linkers Industries Limited - Class A Ordinary Shares,S,N,D,100,N,N
LNSR,"LENSAR, Inc. - Common Stock",S,N,N,100,N,N
LNT,Alliant Energy Corporation - Common Stock,Q,N,N,100,N,N
LNTH,"Lantheus Holdings, Inc. - Common Stock",G,N,N,100,N,N
LNW,"Light & Wonder, Inc.  - Common Stock",Q,N,N,100,N,N
LNZA,"LanzaTech Global, Inc. - Common Stock",S,N,D,100,N,N
LNZAW,"LanzaTech Global, Inc. - Warrant",S,N,N,100,N,N
LOAN,"Manhattan Bridge Capital, Inc - Common Stock",S,N,N,100,N,N
LOBO,LOBO EV TECHNOLOGIES LTD. - Ordinary shares,S,N,D,100,N,N
LOCO,"El Pollo Loco Holdings, Inc. - Common Stock",Q,N,N,100,N,N
LOGI,Logitech International S.A. - Registered Shares,Q,N,N,100,N,N
LOKV,Live Oak Acquisition Corp. V - Class A Ordinary Shares,G,N,N,100,N,N
LOKVU,Live Oak Acquisition Corp. V - Units,G,N,N,100,N,N
LOKVW,Live Oak Acquisition Corp. V - Warrants,G,N,N,100,N,N
LOOP,"Loop Industries, Inc. - Common Stock",G,N,N,100,N,N
LOPE,"Grand Canyon Education, Inc. - Common Stock",Q,N,N,100,N,N
LOT,Lotus Technology Inc. - American Depositary Shares,Q,N,N,100,N,N
LOTWW,Lotus Technology Inc. - Warrants,S,N,N,100,N,N
LOVE,The Lovesac Company - Common Stock,G,N,N,100,N,N
LPAA,Launch One Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
LPAAU,Launch One Acquisition Corp. - Unit,G,N,N,100,N,N
LPAAW,Launch One Acquisition Corp. - Warrant,G,N,N,100,N,N
LPBB,Launch Two Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
LPBBU,Launch Two Acquisition Corp. - Unit,G,N,N,100,N,N
LPBBW,Launch Two Acquisition Corp. - Warrant,G,N,N,100,N,N
LPCN,Lipocine Inc. - Common Stock,S,N,N,100,N,N
LPLA,LPL Financial Holdings Inc. - Common Stock,Q,N,N,100,N,N
LPRO,Open Lending Corporation - Common Stock,G,N,N,100,N,N
LPSN,"LivePerson, Inc. - Common Stock",Q,N,D,100,N,N
LPTH,"LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100,N,N
LPTX,"Leap Therapeutics, Inc. - Common Stock",S,N,D,100,N,N
LQDA,Liquidia Corporation - Common Stock,S,N,N,100,N,N
LQDT,"Liquidity Services, Inc. - Common Stock",Q,N,N,100,N,N
LRCX,Lam Research Corporation - Common Stock,Q,N,N,100,N,N
LRE,"Lead Real Estate Co., Ltd - American Depositary Shares",S,N,N,100,N,N
LRHC,La Rosa Holdings Corp. - Common Stock,S,N,D,100,N,N
LRMR,"Larimar Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
LSAK,"Lesaka Technologies, Inc. - Common Stock",Q,N,N,100,N,N
LSB,"LakeShore Biopharma Co., Ltd - Ordinary Shares",S,N,N,100,N,N
LSBK,"Lake Shore Bancorp, Inc. - Common Stock",G,N,N,100,N,N
LSBPW,"LakeShore Biopharma Co., Ltd - Warrants",S,N,N,100,N,N
LSCC,Lattice Semiconductor Corporation - Common Stock,Q,N,N,100,N,N
LSE,"Leishen Energy Holding Co., Ltd. - Ordinary Shares",S,N,N,100,N,N
LSH,Lakeside Holding Limited - Common Stock,S,N,N,100,N,N
LSTA,"Lisata Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
LSTR,"Landstar System, Inc. - Common Stock",Q,N,N,100,N,N
LTBR,Lightbridge Corporation - Common Stock,S,N,N,100,N,N
LTRN,Lantern Pharma Inc. - Common Stock,S,N,N,100,N,N
LTRX,"Lantronix, Inc. - Common Stock",S,N,N,100,N,N
LTRYW,"Lottery.com, Inc. - Warrant",G,N,D,100,N,N
LUCD,Lucid Diagnostics Inc. - Common Stock,S,N,N,100,N,N
LUCY,"Innovative Eyewear, Inc. - Common Stock",S,N,N,100,N,N
LUCYW,"Innovative Eyewear, Inc. - Warrants",S,N,N,100,N,N
LULU,lululemon athletica inc. - Common Stock,Q,N,N,100,N,N
LUNG,Pulmonx Corporation - Common Stock,Q,N,N,100,N,N
LUNR,"Intuitive Machines, Inc. - Class A Common Stock",G,N,N,100,N,N
LVLU,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",S,N,N,100,N,N
LVO,"LiveOne, Inc. - Common Stock",S,N,D,100,N,N
LVRO,Lavoro Limited - Class A Ordinary Shares,G,N,E,100,N,N
LVROW,Lavoro Limited - Warrant,G,N,E,100,N,N
LVTX,LAVA Therapeutics N.V. - Ordinary Shares,Q,N,N,100,N,N
LWACU,LightWave Acquisition Corp. - Units,G,N,N,100,N,N
LWAY,"Lifeway Foods, Inc. - Common Stock",G,N,N,100,N,N
LWLG,"Lightwave Logic, Inc. - Common Stock",S,N,N,100,N,N
LX,LexinFintech Holdings Ltd. - American Depositary Shares,Q,N,N,100,N,N
LXEH,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",G,N,N,100,N,N
LXEO,"Lexeo Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
LXRX,"Lexicon Pharmaceuticals, Inc. - Common Stock",S,N,N,100,N,N
LYEL,"Lyell Immunopharma, Inc. - Common Stock",Q,N,N,100,N,N
LYFT,"Lyft, Inc. - Class A Common Stock",Q,N,N,100,N,N
LYRA,"Lyra Therapeutics, Inc. - Common Stock",S,N,N,100,N,N
LYTS,LSI Industries Inc. - Common Stock,Q,N,N,100,N,N
LZ,"LegalZoom.com, Inc. - Common Stock",Q,N,N,100,N,N
LZMH,LZ Technology Holdings Limited - Class B Ordinary Shares,S,N,N,100,N,N
MAAS,Maase Inc. - Class A Ordinary Shares,G,N,N,100,N,N
MACI,Melar Acquisition Corp. I - Class A Ordinary Shares,G,N,N,100,N,N
MACIU,Melar Acquisition Corp. I - Unit,G,N,N,100,N,N
MACIW,Melar Acquisition Corp. I - Warrant,G,N,N,100,N,N
MAMA,"Mama's Creations, Inc. - Common Stock",S,N,N,100,N,N
MAMK,MaxsMaking Inc. - Class A Ordinary Shares,S,N,N,100,N,N
MAMO,Massimo Group - Common Stock,S,N,N,100,N,N
MANH,"Manhattan Associates, Inc. - Common Stock",Q,N,N,100,N,N
MAPS,"WM Technology, Inc. - Class A Common Stock",Q,N,N,100,N,N
MAPSW,"WM Technology, Inc. - Warrants",Q,N,N,100,N,N
MAR,Marriott International - Class A Common Stock,Q,N,N,100,N,N
MARA,"MARA Holdings, Inc. - Common Stock",S,N,N,100,N,N
MARPS,Marine Petroleum Trust - Units of Beneficial Interest,S,N,N,100,N,N
MASI,Masimo Corporation - Common Stock,Q,N,N,100,N,N
MASK,3 E Network Technology Group Ltd - Class A Ordinary Shares,S,N,N,100,N,N
MASS,908 Devices Inc. - Common Stock,G,N,N,100,N,N
MAT,"Mattel, Inc. - Common Stock",Q,N,N,100,N,N
MATH,Metalpha Technology Holding Limited - Ordinary Shares,S,N,N,100,N,N
MATW,Matthews International Corporation - Class A Common Stock,Q,N,N,100,N,N
MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",Q,N,N,100,N,N
MAYA,Maywood Acquisition Corp. - Class A Ordinary Shares,G,N,N,100,N,N
MAYAR,Maywood Acquisition Corp. - Right,G,N,N,100,N,N
MAYAU,Maywood Acquisition Corp. - Unit,G,N,N,100,N,N
MAYS,"J. W. Mays, Inc. - Common Stock",S,N,N,100,N,N
MAZE,"Maze Therapeutics, Inc. - Common Stock",G,N,N,100,N,N
MB,MasterBeef Group - Ordinary Shares,S,N,N,100,N,N
MBAV,M3-Brigade Acquisition V Corp. - Class A Ordinary shares,G,N,N,100,N,N
MBAVU,M3-Brigade Acquisition V Corp. - Units,G,N,N,100,N,N
MBAVW,M3-Brigade Acquisition V Corp. - Warrant,G,N,N,100,N,N
MBBC,"Marathon Bancorp, Inc. - Common Stock",S,N,N,100,N,N
MBCN,Middlefield Banc Corp. - Common Stock,S,N,N,100,N,N
MBIN,Merchants Bancorp - Common Stock,S,N,N,100,N,N
MBINL,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.625% Fixed Rate Series E Non-Cumulative Perpetual Preferred Stock, without par value",S,N,N,100,N,N
MBINM,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",S,N,N,100,N,N
MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,S,N,N,100,N,N
MBIO,"Mustang Bio, Inc. - Common Stock",S,N,N,100,N,N
MBLY,Mobileye Global Inc. - Class A Common Stock,Q,N,N,100,N,N
